Epoch: 94, Loss: 0.2977, Train: 99.94%, Valid: 66.92%, Test In: 67.06% Test OOD1: 60.60% Test OOD2: 51.43% Test OOD3: 58.41% 
Epoch: 95, Loss: 0.2927, Train: 99.95%, Valid: 66.91%, Test In: 67.06% Test OOD1: 60.53% Test OOD2: 51.50% Test OOD3: 58.28% 
Epoch: 96, Loss: 0.2844, Train: 99.95%, Valid: 67.13%, Test In: 67.23% Test OOD1: 60.56% Test OOD2: 51.60% Test OOD3: 58.31% 
Epoch: 97, Loss: 0.2844, Train: 99.96%, Valid: 66.96%, Test In: 67.22% Test OOD1: 60.84% Test OOD2: 51.51% Test OOD3: 58.44% 
Epoch: 98, Loss: 0.2884, Train: 99.96%, Valid: 66.86%, Test In: 67.18% Test OOD1: 61.06% Test OOD2: 51.44% Test OOD3: 58.45% 
Epoch: 99, Loss: 0.2814, Train: 99.97%, Valid: 67.05%, Test In: 67.36% Test OOD1: 60.95% Test OOD2: 51.45% Test OOD3: 58.39% 
Epoch: 100, Loss: 0.2985, Train: 99.98%, Valid: 67.01%, Test In: 67.43% Test OOD1: 60.89% Test OOD2: 51.41% Test OOD3: 58.36% 
Epoch: 101, Loss: 0.2916, Train: 99.99%, Valid: 67.06%, Test In: 67.57% Test OOD1: 60.88% Test OOD2: 51.42% Test OOD3: 58.34% 
Epoch: 102, Loss: 0.2696, Train: 99.99%, Valid: 67.19%, Test In: 67.64% Test OOD1: 60.90% Test OOD2: 51.47% Test OOD3: 58.42% 
Epoch: 103, Loss: 0.2811, Train: 99.99%, Valid: 67.23%, Test In: 67.74% Test OOD1: 61.16% Test OOD2: 51.45% Test OOD3: 58.73% 
Epoch: 104, Loss: 0.2576, Train: 99.99%, Valid: 67.25%, Test In: 67.71% Test OOD1: 61.19% Test OOD2: 51.44% Test OOD3: 58.75% 
Epoch: 105, Loss: 0.2800, Train: 99.99%, Valid: 67.07%, Test In: 67.51% Test OOD1: 61.10% Test OOD2: 51.39% Test OOD3: 58.48% 
Epoch: 106, Loss: 0.2662, Train: 99.99%, Valid: 67.02%, Test In: 67.55% Test OOD1: 60.95% Test OOD2: 51.37% Test OOD3: 58.32% 
Epoch: 107, Loss: 0.2646, Train: 99.99%, Valid: 66.92%, Test In: 67.55% Test OOD1: 60.74% Test OOD2: 51.39% Test OOD3: 58.21% 
Epoch: 108, Loss: 0.2698, Train: 99.99%, Valid: 66.91%, Test In: 67.57% Test OOD1: 60.81% Test OOD2: 51.38% Test OOD3: 58.29% 
Epoch: 109, Loss: 0.2627, Train: 100.00%, Valid: 67.09%, Test In: 67.76% Test OOD1: 60.96% Test OOD2: 51.50% Test OOD3: 58.49% 
Epoch: 110, Loss: 0.2571, Train: 100.00%, Valid: 67.20%, Test In: 67.88% Test OOD1: 61.11% Test OOD2: 51.51% Test OOD3: 58.72% 
