index,dataset,backbone,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,hidden_channels,K,lambda_fd,lambda_spu,lambda_ind,context_gate_temp,fd_blend,pos_weight,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,last_final_ood_test
30,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/030_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,0,208.84,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,0.5,0.5,7.0,86.61,0.6,73.56,0.17,74.79,0.0,78.99,0.57,74.51,0.03,68.25,0.13,54.48,0.25,64.25,0.0,66.99,0.0,54.06,0.19,63.32,0.45,63.32
31,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/031_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,0,201.76,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.3,3.0,86.5,2.72,73.62,0.19,74.91,0.01,78.64,0.22,74.86,0.05,68.31,0.17,54.78,0.13,64.51,0.08,67.61,0.45,54.37,0.25,63.9,0.04,63.9
32,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/032_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,0,165.17,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.3,5.0,84.71,0.32,73.5,0.04,74.86,0.14,78.55,0.28,74.81,0.06,68.4,0.13,54.61,0.74,64.25,0.01,67.66,0.03,54.04,0.37,63.66,0.3,63.66
33,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/033_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,0,162.43,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.3,7.0,83.46,0.12,73.66,0.18,74.79,0.08,78.89,0.05,74.59,0.03,68.03,0.13,54.99,0.15,64.26,0.08,67.06,0.72,54.82,0.33,63.79,0.07,63.79
34,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/034_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,0,165.58,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.5,3.0,87.38,3.94,73.56,0.14,75.09,0.07,78.08,0.05,74.97,0.01,68.28,0.06,54.86,0.15,64.43,0.04,67.59,0.18,54.38,0.54,64.11,0.12,64.11
35,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/035_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,0,167.86,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.5,5.0,86.8,1.96,73.73,0.27,75.0,0.06,79.36,2.28,74.88,0.07,68.41,0.19,54.7,0.02,64.37,0.08,66.4,1.35,53.98,0.44,63.31,1.02,63.31
36,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/036_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,0,235.47,0.01,0.0001,0.0,32,3,0.5,0.1,0.05,1.0,0.5,7.0,83.74,2.22,73.72,0.41,74.92,0.16,79.01,0.84,74.66,0.0,68.18,0.27,54.93,0.02,64.34,0.26,67.03,0.11,54.43,0.02,63.49,0.44,63.49
37,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/037_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,0,199.87,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.3,3.0,87.24,2.68,73.66,0.11,74.99,0.12,79.02,0.02,74.87,0.1,68.4,0.39,54.47,0.04,64.5,0.15,67.4,0.34,53.97,0.24,64.0,0.19,64.0
38,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/038_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,0,176.13,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.3,5.0,84.29,0.27,73.41,0.36,74.81,0.08,78.43,0.84,74.68,0.06,68.25,0.19,54.59,0.19,64.16,0.21,67.43,0.04,54.0,0.36,63.89,0.12,63.89
39,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/039_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,0,182.09,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.3,7.0,83.01,3.21,73.38,0.2,74.88,0.32,78.63,0.86,74.77,0.33,68.31,0.14,54.6,0.08,64.27,0.15,67.2,0.02,54.01,0.58,63.77,0.11,63.77
40,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/040_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,0,176.07,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.5,3.0,86.1,3.21,73.66,0.01,75.03,0.05,78.38,0.23,74.94,0.05,68.09,0.22,54.93,0.14,64.45,0.16,67.29,0.02,54.59,0.47,64.04,0.15,64.04
41,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/041_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,0,160.3,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.5,5.0,86.63,0.32,73.56,0.16,74.95,0.01,79.19,0.21,74.84,0.15,68.31,0.19,54.81,0.3,64.38,0.19,66.92,0.0,54.39,0.24,63.59,0.6,63.59
42,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/042_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,0,162.5,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,0.5,0.5,7.0,85.95,1.34,73.53,0.14,74.9,0.06,77.96,0.2,74.71,0.08,68.39,0.25,54.32,0.12,64.41,0.04,67.77,0.01,53.69,0.36,63.95,0.27,63.95
43,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/043_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,0,167.76,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.3,3.0,86.39,1.37,73.54,0.01,74.97,0.08,78.16,1.05,74.86,0.03,68.29,0.32,54.74,0.3,64.4,0.05,67.52,0.07,53.94,0.04,64.0,0.0,64.0
44,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/044_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,0,185.31,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.3,5.0,84.23,2.74,73.41,0.13,74.75,0.17,77.91,0.89,74.72,0.18,67.98,0.36,54.95,0.02,64.16,0.05,67.14,0.28,53.8,0.06,63.83,0.08,63.83
45,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/045_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,0,240.03,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.3,7.0,82.07,0.54,73.69,0.03,74.83,0.17,78.49,0.0,74.72,0.24,68.46,0.03,54.92,0.17,64.46,0.22,66.83,0.48,54.63,0.25,63.72,0.02,63.72
46,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/046_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,0,167.83,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.5,3.0,86.73,2.05,73.61,0.09,75.0,0.05,78.72,0.42,74.89,0.17,68.19,0.23,54.93,0.13,64.47,0.03,67.29,0.34,54.46,0.13,63.94,0.41,63.94
47,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/047_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,0,166.02,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.5,5.0,87.06,1.52,73.52,0.22,74.84,0.15,78.26,0.55,74.76,0.04,68.36,0.06,54.83,0.17,64.27,0.22,67.51,0.68,53.95,0.22,63.87,0.17,63.87
48,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/048_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 0.5 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd0.5_lambda_spu0.1_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,0,164.15,0.01,0.0001,0.0,32,3,0.5,0.1,0.1,1.0,0.5,7.0,84.6,1.76,73.63,0.08,74.92,0.15,78.72,0.22,74.57,0.03,68.39,0.13,54.79,0.01,64.4,0.1,67.04,0.18,54.38,0.27,63.73,0.12,63.73
