index,dataset,backbone,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,hidden_channels,K,lambda_fd,lambda_spu,lambda_ind,context_gate_temp,fd_blend,pos_weight,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,last_final_ood_test
49,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/049_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,0,167.74,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.3,3.0,86.59,3.44,73.55,0.11,75.0,0.05,78.5,1.03,74.91,0.02,68.18,0.2,55.04,0.51,64.46,0.07,67.17,0.04,54.29,0.83,63.93,0.04,63.93
50,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/050_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,0,163.37,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.3,5.0,85.64,0.25,73.63,0.42,74.99,0.18,78.07,0.72,74.91,0.1,68.12,0.05,54.75,0.22,64.33,0.12,67.18,0.11,54.16,0.54,64.02,0.05,64.02
51,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/051_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,0,163.83,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.3,7.0,83.29,1.15,73.5,0.18,74.84,0.02,79.29,1.49,74.47,0.44,68.35,0.31,54.9,0.02,64.35,0.01,66.7,0.99,54.81,0.04,63.61,0.34,63.61
52,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/052_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,0,166.34,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.5,3.0,87.91,0.05,73.9,0.14,74.98,0.19,77.54,0.08,74.86,0.16,68.09,0.1,55.02,0.5,64.43,0.05,66.51,0.79,54.22,0.33,63.76,0.31,63.76
53,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/053_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,0,200.27,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.5,5.0,86.2,0.04,73.63,0.15,74.85,0.25,78.39,0.01,74.79,0.24,68.22,0.05,55.17,0.11,64.35,0.14,66.89,0.58,54.78,0.08,63.63,0.56,63.63
54,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/054_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,0,220.7,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,0.5,0.5,7.0,84.34,0.12,73.47,0.18,74.86,0.09,78.45,0.13,74.73,0.09,68.2,0.02,54.65,0.19,64.23,0.17,67.42,0.6,54.25,0.28,63.85,0.52,63.85
55,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/055_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,0,172.03,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.3,3.0,86.01,4.19,73.52,0.08,74.9,0.17,78.11,1.13,74.82,0.26,68.19,0.08,55.04,0.63,64.46,0.0,66.9,0.38,54.54,0.76,63.89,0.0,63.89
56,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/056_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,0,173.31,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.3,5.0,85.92,1.62,73.72,0.19,75.01,0.17,78.55,1.69,74.84,0.05,68.11,0.18,54.83,0.13,64.41,0.25,66.59,0.36,53.95,0.07,63.67,0.18,63.67
57,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/057_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,0,173.8,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.3,7.0,82.85,0.88,73.74,0.21,74.96,0.04,78.86,0.74,74.84,0.17,68.39,0.32,55.22,0.43,64.51,0.04,66.7,0.01,54.36,0.15,63.38,0.42,63.38
58,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/058_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,0,170.25,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.5,3.0,87.29,3.74,73.49,0.15,74.83,0.12,78.81,0.36,74.72,0.17,67.96,0.05,55.46,0.11,64.3,0.08,66.72,0.12,55.06,0.03,63.72,0.1,63.72
59,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/059_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,0,168.83,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.5,5.0,86.58,1.21,73.47,0.37,74.89,0.41,78.43,0.39,74.82,0.49,68.22,0.21,54.75,0.04,64.29,0.25,66.68,1.0,54.58,0.1,63.64,0.74,63.64
60,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/060_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,0,173.1,0.01,0.0001,0.0,32,3,1.0,0.05,0.05,1.0,0.5,7.0,82.56,1.48,73.35,0.14,74.9,0.07,78.47,0.29,74.85,0.14,68.26,0.25,54.7,0.13,64.35,0.02,66.98,0.36,53.92,0.2,63.72,0.03,63.72
61,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/061_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,0,193.03,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.3,3.0,85.54,1.88,73.62,0.12,75.04,0.04,78.4,1.3,74.88,0.06,68.23,0.02,54.94,0.24,64.45,0.1,67.18,0.1,54.08,0.84,63.85,0.18,63.85
62,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/062_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,0,236.03,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.3,5.0,82.47,1.29,73.93,0.02,74.98,0.06,78.08,0.73,74.9,0.15,68.38,0.05,55.22,0.11,64.59,0.13,67.03,0.22,54.28,0.08,63.53,0.73,63.53
63,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/063_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,0,171.43,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.3,7.0,85.74,0.12,73.37,0.1,74.75,0.09,78.62,0.51,74.65,0.03,68.07,0.3,54.79,0.2,64.29,0.04,67.58,0.51,54.13,0.6,64.0,0.22,64.0
64,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/064_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,0,170.78,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.5,3.0,86.09,3.98,74.01,0.17,75.0,0.17,77.55,0.09,74.92,0.16,68.38,0.2,54.56,0.15,64.51,0.07,66.95,0.55,53.93,0.08,63.87,0.23,63.87
65,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/065_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,0,173.44,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.5,5.0,86.28,0.23,73.5,0.03,74.78,0.02,77.82,0.35,74.65,0.01,68.4,0.04,55.1,0.02,64.43,0.11,67.15,0.02,54.14,0.11,63.84,0.09,63.84
66,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/066_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,0,162.35,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,0.5,0.5,7.0,84.54,0.51,73.39,0.07,74.87,0.1,78.29,0.2,74.82,0.12,68.32,0.03,54.62,0.18,64.28,0.06,67.55,0.63,54.24,0.06,64.0,0.39,64.0
67,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/067_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,0,166.84,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.3,3.0,86.12,2.73,73.61,0.11,75.11,0.06,78.01,0.76,74.9,0.02,68.02,0.1,54.83,0.33,64.45,0.13,66.99,0.05,54.34,0.83,63.9,0.09,63.9
